525.232,24.6827,26.7234,3.29573,3.19556,31.2463,-5.327,-52.8724,79.049,-50.5839,60.1821,15.4682,-33.3394,9.62514,45.767,-53.1559,41.9255,-50.3423,34.788,-63.7863,4.54191,44.1725,-29.0643,25.7338,-72.1664,-14.1563,64.0651,-27.6857,-3.30611,-20.5299,-64.9294,
452.143,-0.925207,11.154,36.6192,-6.67173,-48.1989,41.5674,-5.69978,-41.7591,25.3705,69.5518,4.82094,-12.6179,-51.7792,-19.6094,-59.4858,10.6059,-16.8386,-84.7067,10.2143,-7.95203,-95.5153,7.15883,3.1729,-0.0567169,8.85713,-6.15343,14.1412,8.45862,-27.6964,-43.7567,
422.806,-38.0277,-37.0709,-7.25149,-14.457,-13.4395,37.7169,-41.9311,78.9058,-5.09952,100,12.2483,-34.1139,-37.2742,-15.9264,50.1501,62.5552,-9.14547,20.012,-20.9876,-13.9691,51.1277,59.9083,11.3075,100,6.23196,-14.01,24.449,15.3759,-2.64234,-20.9176,
349.661,10.6731,75.0186,-15.842,-10.6412,28.7737,44.0156,41.2091,-0.184928,-7.71612,50.6817,-15.7314,-20.494,-13.4692,-25.6386,6.42759,18.5899,-19.2321,47.1021,16.772,-4.5419,-26.8461,39.6611,22.183,12.3344,12.3742,-10.4548,33.5073,5.24487,3.15048,-73.0027,
349.661,10.6731,75.0186,-15.842,-10.6412,28.7737,44.0156,41.2091,-0.184928,-7.71612,50.6817,-15.7314,-20.494,-13.4692,-25.6386,6.42759,18.5899,-19.2321,47.1021,16.772,-4.5419,-26.8461,39.6611,22.183,12.3344,12.3742,-10.4548,33.5073,5.24487,3.15048,-73.0027,
349.661,10.6731,75.0186,-15.842,-10.6412,28.7737,44.0156,41.2091,-0.184928,-7.71612,50.6817,-15.7314,-20.494,-13.4692,-25.6386,6.42759,18.5899,-19.2321,47.1021,16.772,-4.5419,-26.8461,39.6611,22.183,12.3344,12.3742,-10.4548,33.5073,5.24487,3.15048,-73.0027,
330.849,-17.3875,-1.16501,-17.9959,40.687,-6.0891,8.88534,-5.96812,19.5685,-53.3409,24.6633,10.5273,-12.3705,60.6238,-56.7046,-6.93264,-36.3593,37.6013,72.3549,-50.0905,-28.5171,43.9726,-9.17888,24.8609,48.8224,-25.4161,-32.4202,11.6571,43.5629,19.6992,-40.5817,
330.849,-17.3875,-1.16501,-17.9959,40.687,-6.0891,8.88534,-5.96812,19.5685,-53.3409,24.6633,10.5273,-12.3705,60.6238,-56.7046,-6.93264,-36.3593,37.6013,72.3549,-50.0905,-28.5171,43.9726,-9.17888,24.8609,48.8224,-25.4161,-32.4202,11.6571,43.5629,19.6992,-40.5817,
292.667,1.56204,19.4314,-41.1572,17.2869,9.5649,-1.8031,6.97192,30.9211,-40.8599,33.9545,-2.7709,-10.2857,4.43136,13.412,1.96514,-40.4919,-3.04584,35.0975,-41.1943,-10.0885,11.0582,-10.7683,11.0911,38.7291,47.3417,38.1663,18.8789,-10.2031,17.839,-69.2733,
292.667,1.56204,19.4314,-41.1572,17.2869,9.5649,-1.8031,6.97192,30.9211,-40.8599,33.9545,-2.7709,-10.2857,4.43136,13.412,1.96514,-40.4919,-3.04584,35.0975,-41.1943,-10.0885,11.0582,-10.7683,11.0911,38.7291,47.3417,38.1663,18.8789,-10.2031,17.839,-69.2733,
