algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
1,3,50,30,-100,100,13272.1, 18675.3, 105047, 6240.76, 1038.63, 812.307, 105860, 
12,6,50,30,-30,30,-31.745, 0.716102, 4.1146, -31.8554, 2696.9, -33.2731, -29.1585, 
1,9,50,30,-32,32,22.0737, 7.60628, 33.1534, 20.809, 4561.73, 9.74989, 42.9033, 
8,16,50,30,-10,10,0.207979, 0.361369, 1.90691, 0.0897565, 4016.22, 4.10868e-05, 1.90695, 
2,10,50,30,-500,500,-12855.5, 667.577, 3539.21, -12794.4, 3700.05, -14880.2, -11341, 
3,16,50,30,-10,10,0.290535, 0.154699, 0.637322, 0.240771, 4012.54, 0.107264, 0.744586, 
11,11,50,30,-500,500,-9438.67, 872.168, 3588.26, -9330.13, 2941.3, -11272.4, -7684.17, 
3,18,50,30,-100,100,51.1311, 8.4027, 35.43, 49.97, 1607.03, 37.6583, 73.0883, 
3,17,50,30,-100,100,16.3306, 1.56596, 6.58995, 16.019, 1080.69, 13.8487, 20.4387, 
10,4,50,30,-30,30,166.76, 10.9232, 52.642, 166.589, 2328.86, 138.901, 191.543, 
0,5,50,30,-500,500,1.59732, 0.148484, 0.659109, 1.5809, 3101.98, 1.33615, 1.99526, 
12,3,50,30,-100,100,2.84742e+08, 2.97691e+08, 1.18009e+09, 1.74375e+08, 2042.45, 5.32527e+06, 1.18542e+09, 
13,4,50,30,-30,30,624.34, 63.7327, 338.798, 623.268, 2430.46, 506.487, 845.286, 
11,2,50,30,-100,100,0.000593791, 0.000627423, 0.00342586, 0.000404262, 1332.55, 8.49466e-05, 0.00351081, 
5,15,50,30,-100,100,133879, 68969.8, 306463, 125159, 1164.07, 43305.5, 349768, 
9,10,50,30,-500,500,-13237.8, 3458.15, 12841.9, -13231.7, 4102.85, -19690, -6848.17, 
7,13,50,30,0,3.14159,-12.4901, 0.728683, 3.29056, -12.3777, 4186.71, -14.4608, -11.1703, 
7,18,50,30,-100,100,25.0372, 3.67501, 16.2883, 24.2342, 1755.46, 19.3014, 35.5897, 
1,11,50,30,-500,500,-8245.3, 487.518, 2011.21, -8255.98, 4637.61, -9322.99, -7311.79, 
