algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
15,4,50,30,-30,30,0.00814392, 0.0396947, 0.231323, 0, 47107.1, 0, 0.231323, 
10,17,50,30,-100,100,7.55239, 0.00931106, 0.0368948, 7.55092, 6487.31, 7.53713, 7.57403, 
5,6,50,30,-30,30,-37.7428, 0.384729, 2.14604, -37.7392, 10020.9, -39.0138, -36.8678, 
3,2,50,30,-100,100,0.000685062, 0.00103443, 0.00454279, 0.000307096, 4465.55, 3.34332e-05, 0.00457622, 
15,12,50,30,-100,100,1.85442e-08, 1.12139e-07, 8.01823e-07, 8.48345e-11, 49122.7, 0, 8.01823e-07, 
15,10,50,30,-500,500,-15082.4, 5267.31, 15728.1, -12321.6, 50181.5, -21347.8, -5619.68, 
2,17,50,30,-100,100,8.34811, 0.177103, 0.734586, 8.33417, 5191.11, 8.00103, 8.73562, 
9,7,50,30,-30,30,53.4025, 2.96611, 13.8594, 53.4144, 16440.7, 47.6543, 61.5137, 
13,9,50,30,-32,32,392.025, 34.314, 138.337, 398.975, 17773.9, 322.225, 460.562, 
12,16,50,30,-10,10,5.59763, 4.39873, 18.9668, 3.93357, 14981.6, 2.02051, 20.9873, 
4,10,50,30,-500,500,-16930.1, 1982.79, 8237.56, -16626.8, 13916.6, -21142.3, -12904.8, 
10,7,50,30,-30,30,44.513, 2.27378, 10.6805, 44.2357, 16282.9, 38.8026, 49.4831, 
6,2,50,30,-100,100,1.57139e-10, 1.24782e-10, 6.02941e-10, 1.18902e-10, 3502.09, 3.12557e-11, 6.34196e-10, 
10,12,50,30,-100,100,8.71246, 0.8156, 3.61782, 8.72468, 13155.9, 6.95916, 10.577, 
13,17,50,30,-100,100,140.907, 32.9438, 145.031, 140.597, 6793.02, 83.7286, 228.759, 
11,7,50,30,-30,30,30.194, 1.20342, 6.09505, 29.8215, 11215.1, 29.0334, 35.1284, 
13,8,50,30,-32,32,124.767, 24.5885, 105.051, 120.726, 14651.9, 83.1207, 188.172, 
0,17,50,30,-100,100,23.2645, 2.80673, 13.3381, 22.9844, 7757.18, 17.7168, 31.0548, 
4,15,50,30,-100,100,9.97678, 36.0767, 236.321, 0.621334, 5371.9, 3.73755e-05, 236.321, 
9,6,50,30,-30,30,-32.4816, 0.951439, 4.7273, -32.605, 11046.1, -34.5701, -29.8428, 
8,3,50,30,-100,100,218.849, 637.066, 4456.44, 84.6013, 5609.06, 23.367, 4479.81, 
1,4,50,30,-30,30,45.388, 12.7891, 49.8136, 45.7672, 8613.85, 20.2563, 70.0699, 
10,1,50,30,-512,512,5464.79, 309.716, 1326.41, 5539.5, 9257.75, 4716.68, 6043.09, 
8,11,50,30,-500,500,-6410.85, 1142.11, 4386.51, -6044.74, 17199.3, -9310.62, -4924.11, 
8,2,50,30,-100,100,5.19726e-07, 2.59514e-06, 1.70535e-05, 4.87158e-11, 5074.79, 1.50955e-11, 1.70535e-05, 
6,4,50,30,-30,30,69.4765, 36.0396, 143.658, 56.719, 6786.76, 25.0741, 168.732, 
11,1,50,30,-512,512,3253.4, 282.896, 942.529, 3442.6, 7364.52, 2643.01, 3585.54, 
10,10,50,30,-500,500,-10110, 847.687, 4255.77, -9885.99, 15400.5, -12700, -8444.24, 
3,14,50,30,-30,30,-7.71161, 0.731165, 3.97249, -7.4741, 10577.5, -10.312, -6.3395, 
14,16,50,30,-10,10,7.06547, 4.12156, 18.8275, 6.26831, 23874, 0.740751, 19.5683, 
6,13,50,30,0,3.14159,-14.9084, 0.874578, 4.24797, -14.9753, 11011.4, -16.7289, -12.4809, 
14,4,50,30,-30,30,334.082, 71.5085, 296.047, 323.909, 12115, 187.354, 483.401, 
8,12,50,30,-100,100,7.5707, 2.04826, 8.10204, 6.86843, 11709.3, 4.08491, 12.187, 
8,17,50,30,-100,100,7.50003, 1.00032e-05, 5.10216e-05, 7.50003, 6167.7, 7.50002, 7.50007, 
12,7,50,30,-30,30,48.8631, 4.48958, 22.4248, 48.5, 15045.5, 41.5257, 63.9505, 
0,8,50,30,-32,32,-82.1484, 1.02343, 4.73999, -82.2096, 15449.7, -84.1446, -79.4046, 
1,3,50,30,-100,100,226.672, 430.882, 2930.31, 125.706, 4775.8, 23.3034, 2953.62, 
12,6,50,30,-30,30,-32.6661, 0.742692, 3.00668, -32.5594, 11757.9, -34.3218, -31.3151, 
1,9,50,30,-32,32,2.97979, 6.64189, 44.7404, 0.065185, 14326, 0.0219213, 44.7623, 
8,16,50,30,-10,10,0.245927, 0.266084, 1.0877, 0.179057, 15483, 7.19508e-13, 1.0877, 
2,10,50,30,-500,500,-15427.4, 635.304, 2380.95, -15455.6, 13877.2, -16664.2, -14283.3, 
3,16,50,30,-10,10,0.0147955, 0.0486688, 0.268686, 0.000113372, 14367.4, 1.35151e-05, 0.268699, 
11,11,50,30,-500,500,-9425.46, 853.578, 4329.55, -9486.74, 11762.3, -11312.7, -6983.17, 
3,18,50,30,-100,100,25.308, 5.36734, 26.9402, 24.6007, 7437.98, 13.8107, 40.7509, 
3,17,50,30,-100,100,7.57514, 0.0405991, 0.181539, 7.56128, 5501.6, 7.53625, 7.71779, 
10,4,50,30,-30,30,100.34, 9.61221, 42.6136, 101.193, 10117.7, 82.8633, 125.477, 
0,5,50,30,-500,500,1.06663, 0.0159585, 0.0719571, 1.06376, 12844.2, 1.03707, 1.10903, 
12,3,50,30,-100,100,1.18693e+07, 1.92312e+07, 1.12052e+08, 5.61633e+06, 9394.87, 56087.5, 1.12108e+08, 
13,4,50,30,-30,30,543.358, 58.206, 263.991, 541.313, 10791.1, 427.765, 691.756, 
11,2,50,30,-100,100,4.57353e-12, 5.47834e-12, 2.71276e-11, 2.13837e-12, 6138.68, 3.47228e-13, 2.74748e-11, 
5,15,50,30,-100,100,763.248, 2040.23, 10660.8, 43.6486, 5496.83, 0.737848, 10661.5, 
9,10,50,30,-500,500,-17654.3, 2279.79, 12122.4, -18041.7, 14578.3, -21077.3, -8954.96, 
7,13,50,30,0,3.14159,-13.8698, 0.58273, 2.22139, -13.774, 14602, -15.0507, -12.8293, 
7,18,50,30,-100,100,0.131063, 0.0895728, 0.477208, 0.105027, 6607.14, 0.0404607, 0.517669, 
1,11,50,30,-500,500,-10156.8, 908.052, 3760.28, -9942.04, 16292.9, -12800.2, -9039.93, 
9,5,50,30,-500,500,0.00945579, 0.00927885, 0.0320133, 0.00862664, 10376.7, 4.14757e-12, 0.0320133, 
6,16,50,30,-10,10,1.74333, 1.5425, 6.3099, 1.04294, 10813.2, 4.31525e-12, 6.3099, 
7,8,50,30,-32,32,-70.9552, 4.1623, 18.1271, -71.1012, 12236.5, -79.0274, -60.9003, 
9,13,50,30,0,3.14159,-12.1239, 0.772997, 3.62402, -12.1197, 16156.1, -13.9264, -10.3023, 
6,8,50,30,-32,32,-71.4105, 6.77955, 34.0041, -72.3898, 9579.78, -82.3541, -48.35, 
11,10,50,30,-500,500,-15525.1, 1422.09, 5709.94, -15493.3, 9908.06, -18491.9, -12782, 
11,17,50,30,-100,100,7.52357, 0.0944023, 0.600276, 7.50076, 6565.02, 7.50002, 8.1003, 
0,6,50,30,-30,30,-41.728, 0.420592, 1.96104, -41.7776, 11961.1, -42.5258, -40.5647, 
15,15,50,30,-100,100,1.49283e-10, 9.48921e-10, 6.78169e-09, 3.23586e-14, 45949.2, 4.23806e-18, 6.78169e-09, 
5,10,50,30,-500,500,-16432, 523.008, 2975.73, -16372.3, 14666, -18039.2, -15063.4, 
3,15,50,30,-100,100,0.0493873, 0.141989, 0.766143, 0.00153184, 5227.17, 4.86962e-07, 0.766144, 
0,1,50,30,-512,512,1112.63, 425.869, 1963.52, 1032.76, 10035.2, 371.46, 2334.98, 
5,7,50,30,-30,30,37.461, 0.977744, 4.23912, 37.5534, 15287, 35.0308, 39.2699, 
6,11,50,30,-500,500,-10405.5, 1859.85, 6886.13, -11246.7, 12871, -13039.8, -6153.69, 
9,16,50,30,-10,10,2.10405, 1.75756, 7.63638, 1.58679, 15096.2, 0.0895283, 7.72591, 
6,1,50,30,-512,512,1959.07, 311.829, 1300.48, 2013.07, 5895.18, 1253.61, 2554.09, 
1,14,50,30,-30,30,-12.0313, 1.04976, 5.74635, -11.9985, 11527, -15.569, -9.82263, 
10,16,50,30,-10,10,1.24525e-05, 4.29785e-06, 1.81569e-05, 1.23307e-05, 15684.4, 5.41661e-06, 2.35735e-05, 
15,13,50,30,0,3.14159,-9.5604, 0.771088, 3.1767, -9.50138, 50769.2, -11.4227, -8.24595, 
15,1,50,30,-512,512,71.1522, 497.942, 3556.75, 0.0019989, 46922.1, -0.00195312, 3556.74, 
15,17,50,30,-100,100,7.51053, 0.0337858, 0.240501, 7.50252, 46080.1, 7.5, 7.7405, 
3,12,50,30,-100,100,9.69516, 0.401023, 2.1646, 9.78716, 11667.2, 8.10137, 10.266, 
2,11,50,30,-500,500,-8315.95, 313.533, 1387.94, -8230.63, 16047.2, -9033.9, -7645.95, 
9,11,50,30,-500,500,-9353.81, 2300.58, 7358.44, -9430.4, 17218, -13291, -5932.59, 
13,7,50,30,-30,30,58.3863, 2.2065, 9.93732, 58.5911, 16869.5, 53.2311, 63.1684, 
3,8,50,30,-32,32,-50.0321, 4.02214, 18.8735, -50.3776, 12259.8, -58.1581, -39.2846, 
2,12,50,30,-100,100,8.40824, 0.728043, 3.30006, 8.45291, 10821, 6.71562, 10.0157, 
14,11,50,30,-500,500,-10095.9, 1165.2, 4927.99, -10448, 25856.2, -12376.8, -7448.79, 
13,6,50,30,-30,30,-28.5522, 0.762133, 2.94287, -28.3968, 11497.3, -30.0581, -27.1152, 
7,9,50,30,-32,32,0.324125, 0.0556767, 0.200578, 0.322535, 14838, 0.229446, 0.430024, 
14,7,50,30,-30,30,34.1691, 2.25504, 11.4417, 34.1095, 24993.2, 30.5818, 42.0234, 
