algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
0,11,50,30,-500,500,-12360.5, 407.725, 1809.58, -12363.1, 132487, -13277.1, -11467.5, 
7,15,50,30,-100,100,1.90474e-18, 1.06861e-18, 4.98938e-18, 1.62437e-18, 34892.1, 3.56979e-19, 5.34636e-18, 
11,9,50,30,-32,32,157.399, 52.4077, 246.249, 156.752, 68510.3, 16.4774, 262.727, 
10,14,50,30,-30,30,-6.5409, 0.590065, 3.58564, -6.50579, 80267.4, -9.00528, -5.41965, 
8,18,50,30,-100,100,2.9927e-07, 4.7618e-07, 2.20503e-06, 1.5534e-07, 44786.2, 2.23517e-09, 2.20727e-06, 
6,14,50,30,-30,30,-11.5242, 2.2336, 7.91231, -11.2469, 73148.4, -15.2061, -7.29374, 
11,18,50,30,-100,100,10.8416, 17.9682, 42.703, 0.000795144, 45272.4, 0.000104172, 42.7031, 
4,12,50,30,-100,100,5.63039, 0.853515, 4.29385, 5.70061, 69658.7, 2.98996, 7.28381, 
6,18,50,30,-100,100,0.386274, 1.85715, 10.3491, 3.42252e-06, 42025.8, 2.57045e-08, 10.3491, 
5,13,50,30,0,3.14159,-26.0533, 0.367681, 2.0999, -26.0165, 91039.6, -27.3883, -25.2884, 
9,15,50,30,-100,100,0, 0, 0, 0, 39118.2, 0, 0, 
13,18,50,30,-100,100,342.043, 37.4768, 183.408, 341.895, 56747.7, 257.543, 440.95, 
13,16,50,30,-10,10,63.4087, 14.4815, 61.6831, 61.007, 106349, 35.7768, 97.4599, 
15,18,50,30,-100,100,1.95488e-07, 1.36842e-06, 9.77442e-06, 0, 643819, 0, 9.77442e-06, 
5,8,50,30,-32,32,-86.3328, 2.79698e-06, 7.62939e-06, -86.3328, 74408.8, -86.3328, -86.3328, 
11,4,50,30,-30,30,87.1382, 20.3487, 91.5354, 86.5612, 48640.3, 46.763, 138.298, 
2,2,50,30,-100,100,3.97401e-11, 1.18555e-11, 4.50432e-11, 3.79919e-11, 28108.5, 2.31952e-11, 6.82385e-11, 
3,9,50,30,-32,32,1.15982, 5.43308, 34.1931, 1.43572e-08, 88206.8, 9.55093e-09, 34.1931, 
14,12,50,30,-100,100,7.17445, 0.826819, 3.06353, 7.20343, 101496, 5.62177, 8.6853, 
5,9,50,30,-32,32,6.70422e-07, 1.23568e-07, 5.55152e-07, 6.54167e-07, 90359, 4.55051e-07, 1.0102e-06, 
3,11,50,30,-500,500,-8621.13, 376.247, 1902.55, -8596.19, 104757, -9724.41, -7821.86, 
1,5,50,30,-500,500,0.00773129, 0.0101355, 0.0418166, 2.22045e-16, 56830.4, 2.22045e-16, 0.0418166, 
3,4,50,30,-30,30,49.2666, 4.64001, 17.9198, 49.4749, 55414.3, 40.1348, 58.0546, 
15,16,50,30,-10,10,2.65694e-05, 2.40113e-05, 0.00011642, 2.04879e-05, 674409, 2.3411e-06, 0.000118761, 
0,4,50,30,-30,30,0.351379, 0.118234, 0.492462, 0.327805, 83260.6, 0.162659, 0.655121, 
12,18,50,30,-100,100,5.9702, 9.14349, 38.8365, 2.58167, 64769.9, 0.00742629, 38.8439, 
9,4,50,30,-30,30,113.615, 54.7094, 175.595, 125.188, 63037.2, 27.873, 203.468, 
7,10,50,30,-500,500,-15014.5, 1981.33, 8084.97, -15077, 90950.3, -19470.4, -11385.4, 
4,2,50,30,-100,100,1.35107e-20, 7.57811e-20, 5.25997e-19, 1.35303e-30, 29667.1, 1.7311e-33, 5.25997e-19, 
10,18,50,30,-100,100,0.0115004, 0.000796689, 0.00328479, 0.0117648, 48186.6, 0.00953922, 0.012824, 
14,3,50,30,-100,100,1107.2, 1027.57, 4214.25, 662.777, 34456.7, 125.137, 4339.39, 
2,15,50,30,-100,100,4.98788e-15, 3.91779e-15, 2.34488e-14, 3.6765e-15, 32523.3, 1.08602e-15, 2.45349e-14, 
7,11,50,30,-500,500,-7984.76, 1175.36, 4821.45, -7731.69, 107460, -11225.3, -6403.85, 
4,18,50,30,-100,100,0.125268, 0.847211, 6.05513, 1.41188e-05, 43309.3, 1.05582e-08, 6.05513, 
14,18,50,30,-100,100,37.6665, 12.3121, 54.1618, 35.095, 56304, 11.9602, 66.122, 
2,8,50,30,-32,32,-86.3328, 1.49505e-06, 7.62939e-06, -86.3328, 69101.1, -86.3328, -86.3328, 
2,13,50,30,0,3.14159,-25.0857, 0.418575, 1.93794, -25.0703, 89957.1, -26.1786, -24.2406, 
15,6,50,30,-30,30,-43.38, 0.000748586, 0.00478363, -43.3803, 650762, -43.3803, -43.3755, 
7,3,50,30,-100,100,31.1423, 16.2876, 65.0321, 26.4708, 34256.1, 24.6767, 89.7088, 
6,3,50,30,-100,100,19.859, 16.2471, 72.4911, 15.4487, 32275.3, 4.77846, 77.2695, 
13,12,50,30,-100,100,7.54135, 0.944965, 3.59818, 7.70343, 84107.1, 5.70444, 9.30262, 
0,15,50,30,-100,100,0.00372862, 0.00185795, 0.008341, 0.00368843, 66538.9, 0.000385711, 0.00872671, 
5,2,50,30,-100,100,3.11952e-11, 1.21867e-11, 6.78478e-11, 2.85142e-11, 30452.3, 1.3731e-11, 8.15788e-11, 
7,16,50,30,-10,10,1.72251e-15, 2.3793e-15, 1.43543e-14, 1.79428e-15, 93684.1, 1.49976e-32, 1.43543e-14, 
4,1,50,30,-512,512,1087.85, 340.609, 1497.85, 1148.72, 49897.2, 344.261, 1842.11, 
15,7,50,30,-30,30,29, 2.67029e-07, 1.90735e-06, 29, 667510, 29, 29, 
8,8,50,30,-32,32,-79.5661, 2.23042, 9.70779, -79.345, 73861.4, -84.2872, -74.5794, 
2,18,50,30,-100,100,0.00262164, 0.000287542, 0.00151332, 0.00259857, 41214.8, 0.002221, 0.00373431, 
0,13,50,30,0,3.14159,-29.1911, 0.215815, 0.791782, -29.2349, 128154, -29.4825, -28.6907, 
10,2,50,30,-100,100,8.14251e-16, 2.31334e-16, 1.20582e-15, 8.02588e-16, 35586, 4.65614e-16, 1.67143e-15, 
8,9,50,30,-32,32,0.381209, 1.47696, 8.74073, -1.28786e-14, 84499.9, -1.28786e-14, 8.74073, 
13,3,50,30,-100,100,11416.5, 10369, 38574.7, 6273.46, 41393, 2025.09, 40599.8, 
13,1,50,30,-512,512,4460.82, 838.895, 4146.75, 4476.42, 57294.1, 2204.65, 6351.39, 
13,11,50,30,-500,500,-8260.45, 1210.15, 6012.62, -7984.83, 113672, -12163.3, -6150.64, 
0,2,50,30,-100,100,0.0245426, 0.00856627, 0.04188, 0.0226687, 61665.1, 0.0114756, 0.0533556, 
8,13,50,30,0,3.14159,-15.4813, 0.576362, 2.63317, -15.5259, 95743.3, -16.8613, -14.2281, 
1,8,50,30,-32,32,-82.5729, 1.89356, 6.99084, -82.2744, 73553.1, -85.31, -78.3192, 
3,13,50,30,0,3.14159,-23.1946, 0.4265, 2.05761, -23.2477, 91810.1, -24.3389, -22.2813, 
11,6,50,30,-30,30,-37.4267, 1.2839, 6.554, -37.6799, 53646.9, -40.7742, -34.2202, 
2,9,50,30,-32,32,1.28463e-06, 1.87312e-07, 8.07747e-07, 1.27838e-06, 89573, 9.78345e-07, 1.78609e-06, 
14,17,50,30,-100,100,12.4222, 1.80729, 6.84387, 12.2084, 38132.2, 9.46152, 16.3054, 
10,5,50,30,-500,500,0, 0, 0, 0, 65277.1, 0, 0, 
1,13,50,30,0,3.14159,-28.0029, 0.375426, 1.64687, -28.0017, 89486.3, -28.7705, -27.1236, 
9,14,50,30,-30,30,-5.76624, 1.13183, 5.05339, -5.6349, 80812.5, -8.67754, -3.62416, 
0,10,50,30,-500,500,-21637.8, 1077.88, 4904.13, -21740.3, 113563, -23724.2, -18820.1, 
11,5,50,30,-500,500,0.0126386, 0.0136734, 0.0633895, 0.00986464, 54599.2, 2.22045e-16, 0.0633895, 
4,7,50,30,-30,30,33.4956, 0.678227, 2.84253, 33.4519, 92145.5, 32.1103, 34.9528, 
12,5,50,30,-500,500,0.126666, 0.141403, 0.609321, 0.0919473, 73581.3, 1.93399e-05, 0.60934, 
10,6,50,30,-30,30,-35.8086, 0.441247, 2.53391, -35.7398, 69482.2, -37.6232, -35.0893, 
15,14,50,30,-30,30,-29, 0, 0, -29, 655712, -29, -29, 
1,17,50,30,-100,100,7.5, 2.22433e-07, 4.76837e-07, 7.5, 33309.1, 7.5, 7.5, 
13,13,50,30,0,3.14159,-9.69044, 0.545557, 2.95356, -9.63804, 107781, -11.7949, -8.84138, 
2,6,50,30,-30,30,-40.1694, 0.299093, 1.39963, -40.1371, 61004, -41.0946, -39.6949, 
10,9,50,30,-32,32,9.0124e-09, 1.28934e-09, 5.20919e-09, 8.85215e-09, 94495.4, 5.99993e-09, 1.12091e-08, 
7,12,50,30,-100,100,3.13636, 0.520432, 3.0308, 3.18745, 72908.2, 1.09918, 4.12999, 
5,14,50,30,-30,30,-28.9877, 0.0105504, 0.0556984, -28.9907, 68125.5, -28.9988, -28.9431, 
4,11,50,30,-500,500,-12037.6, 961.124, 3674.04, -11891.8, 98990.1, -13977.1, -10303, 
5,3,50,30,-100,100,39.2635, 25.6431, 84.2847, 26.23, 34629.7, 7.36938, 91.6541, 
11,13,50,30,0,3.14159,-21.9601, 1.33334, 5.52881, -21.9423, 66226.8, -24.2376, -18.7088, 
2,3,50,30,-100,100,31.5439, 19.1037, 72.9373, 25.0049, 31800.5, 20.252, 93.1893, 
15,9,50,30,-32,32,2.15794e-07, 1.05717e-06, 5.39484e-06, -1.28786e-14, 667307, -1.28786e-14, 5.39484e-06, 
13,15,50,30,-100,100,125.619, 54.722, 231.452, 109.464, 41895.8, 62.0624, 293.514, 
4,9,50,30,-32,32,25.0295, 20.7911, 67.1581, 18.0595, 89026.1, 7.54508e-13, 67.1581, 
10,15,50,30,-100,100,1.67945e-21, 8.67395e-22, 4.21389e-21, 1.55372e-21, 40637.5, 2.68394e-22, 4.48228e-21, 
3,10,50,30,-500,500,-13425, 732.03, 3213.71, -13349.6, 88237.7, -15174.3, -11960.6, 
3,1,50,30,-512,512,3560.76, 295.115, 1255.64, 3615.12, 51112.3, 2789.73, 4045.37, 
7,1,50,30,-512,512,5293.97, 288.598, 1129.42, 5279.96, 53455.8, 4733.8, 5863.22, 
10,11,50,30,-500,500,-6288.34, 367.619, 1562.6, -6176.46, 110918, -7336.26, -5773.66, 
15,4,50,30,-30,30,0, 0, 0, 0, 647365, 0, 0, 
10,17,50,30,-100,100,7.5, 0, 0, 7.5, 41373.7, 7.5, 7.5, 
5,6,50,30,-30,30,-40.1366, 0.228955, 0.964611, -40.0995, 63078.1, -40.644, -39.6793, 
3,2,50,30,-100,100,4.8149e-19, 1.77928e-19, 9.05327e-19, 4.56974e-19, 27963.9, 1.67388e-19, 1.07271e-18, 
15,12,50,30,-100,100,4.8664e-12, 2.65656e-11, 1.87564e-10, 0, 655583, 0, 1.87564e-10, 
15,10,50,30,-500,500,-19142.2, 4497.3, 15538.3, -21320.6, 661014, -21362, -5823.71, 
