algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
12,12,10,30,-100,100,8.57337, 0.221278, 0.799955, 8.51896, 23182, 8.10322, 8.90318, 
12,13,10,30,0,3.14159,-8.85144, 0.34933, 1.08231, -8.92352, 25901, -9.31267, -8.23036, 
12,14,10,30,-30,30,-28.549, 0.761402, 2.65442, -28.8004, 25183, -28.998, -26.3436, 
12,15,10,30,-100,100,16.1901, 41.0591, 138.162, 0.651405, 15099, 0.0232197, 138.186, 
12,16,10,30,-10,10,2.03925, 0.162934, 0.639483, 2.04278, 33209, 1.71346, 2.35294, 
12,17,10,30,-100,100,7.66748, 0.206307, 0.604818, 7.54454, 13952, 7.51852, 8.12334, 
12,18,10,30,-100,100,4.48258, 6.55914, 20.422, 0.746545, 24293, 0.0402473, 20.4622, 
12,2,10,30,-100,100,0.0272325, 0.0288943, 0.0752287, 0.0155117, 13279, 2.72081e-05, 0.0752559, 
12,3,10,30,-100,100,506.4, 654.476, 2235.99, 162.608, 19781, 31.9447, 2267.94, 
12,4,10,30,-30,30,28.4051, 20.0777, 76.9828, 27.3188, 25054, 1.95404, 78.9368, 
12,5,10,30,-500,500,0.146728, 0.180779, 0.540571, 0.0429703, 23569, 0.000466526, 0.541038, 
12,6,10,30,-30,30,-33.6886, 0.789952, 3.0532, -33.6199, 17408, -35.406, -32.3528, 
12,7,10,30,-30,30,40.9929, 3.46008, 10.2538, 39.2608, 33339, 36.4054, 46.6592, 
12,8,10,30,-32,32,-0.491788, 5.85364, 20.9464, 0.254588, 23946, -12.3475, 8.59888, 
12,9,10,30,-32,32,0.00319911, 0.00333054, 0.0120716, 0.00276802, 35757, 0.000234759, 0.0123064, 
1,1,10,30,-512,512,382.518, 145.361, 462.697, 459.012, 16226, 114.754, 577.451, 
1,10,10,30,-500,500,-22080.6, 1160.71, 3888.83, -22031.2, 28542, -24338.7, -20449.9, 
1,11,10,30,-500,500,-13295.5, 841.5, 2422.17, -13779.7, 39198, -14121.2, -11699, 
1,12,10,30,-100,100,5.27826, 1.15542, 4.10984, 5.63388, 19392, 2.86758, 6.97742, 
1,13,10,30,0,3.14159,-27.9666, 0.34501, 1.085, -27.9007, 31443, -28.4935, -27.4085, 
1,14,10,30,-30,30,-22.5212, 1.99754, 6.47119, -22.4711, 26336, -25.6786, -19.2074, 
1,15,10,30,-100,100,2.5301e-30, 4.37828e-30, 1.44252e-29, 5.88633e-31, 11846, 5.22658e-32, 1.44774e-29, 
1,16,10,30,-10,10,1.49966e-32, 0, 0, 1.49966e-32, 35854, 1.49966e-32, 1.49966e-32, 
1,17,10,30,-100,100,7.5, 1.90735e-07, 4.76837e-07, 7.5, 11415, 7.5, 7.5, 
1,18,10,30,-100,100,1.6626e-05, 4.71221e-05, 0.000157954, 8.96481e-07, 15664, 1.10827e-08, 0.000157965, 
1,2,10,30,-100,100,3.33713e-20, 1.54453e-20, 5.33428e-20, 3.24344e-20, 4708, 1.01665e-20, 6.35093e-20, 
1,3,10,30,-100,100,30.7857, 21.5263, 59.4398, 19.9557, 8186, 15.0586, 74.4985, 
1,4,10,30,-30,30,5.96984, 3.53168, 13.9289, 5.96977, 12854, 0.995514, 14.9244, 
1,5,10,30,-500,500,0.00492837, 0.00504967, 0.012316, 0.00369799, 18587, 2.22045e-16, 0.012316, 
1,6,10,30,-30,30,-40.9114, 0.175367, 0.555019, -40.9319, 17812, -41.0835, -40.5285, 
1,7,10,30,-30,30,32.4694, 0.677147, 2.3185, 32.483, 38987, 31.4207, 33.7392, 
1,8,10,30,-32,32,-82.8972, 1.334, 4.59778, -83.2351, 27606, -84.2872, -79.6894, 
1,9,10,30,-32,32,2.27086e-10, 6.2668e-11, 1.99414e-10, 2.03749e-10, 39786, 1.42753e-10, 3.42167e-10, 
2,1,10,30,-512,512,0.00088501, 0.00075521, 0.00210571, 0.00102234, 19004, 0, 0.00210571, 
2,10,10,30,-500,500,-19822.5, 599.72, 1980.6, -19724.5, 24064, -20867.8, -18887.2, 
2,11,10,30,-500,500,-10169.2, 252.229, 987.513, -10165, 36376, -10690.5, -9702.97, 
2,12,10,30,-100,100,2.1766, 0.478151, 1.65435, 2.30788, 21166, 1.0805, 2.73485, 
2,13,10,30,0,3.14159,-24.949, 0.352041, 0.993063, -24.8708, 29886, -25.4652, -24.4722, 
2,14,10,30,-30,30,-22.211, 0.587679, 2.35849, -22.0876, 26643, -23.7574, -21.3989, 
2,15,10,30,-100,100,8.77907e-15, 4.69572e-15, 1.4835e-14, 8.05099e-15, 9470, 2.04048e-15, 1.68755e-14, 
2,16,10,30,-10,10,3.09693e-13, 8.38651e-14, 2.74525e-13, 2.96057e-13, 35417, 2.09931e-13, 4.84457e-13, 
2,17,10,30,-100,100,7.5, 2.18514e-07, 4.76837e-07, 7.5, 8759, 7.5, 7.5, 
2,18,10,30,-100,100,0.00279298, 0.000279992, 0.000883132, 0.00276692, 16555, 0.00238368, 0.00326681, 
2,2,10,30,-100,100,3.54019e-11, 1.03479e-11, 3.31654e-11, 3.48836e-11, 4596, 2.01859e-11, 5.33513e-11, 
2,3,10,30,-100,100,35.899, 21.5884, 58.0121, 25.3532, 5176, 21.4183, 79.4304, 
2,4,10,30,-30,30,0.00116577, 0.00262408, 0.00891113, 0.000335693, 13965, 0.00012207, 0.0090332, 
2,5,10,30,-500,500,6.01119e-13, 1.67011e-13, 6.16618e-13, 5.92748e-13, 18625, 4.21441e-13, 1.03806e-12, 
2,6,10,30,-30,30,-40.1052, 0.279354, 0.968342, -40.0658, 13986, -40.669, -39.7006, 
2,7,10,30,-30,30,32.9268, 0.314361, 0.900581, 32.8231, 39834, 32.4734, 33.374, 
2,8,10,30,-32,32,-86.3328, 0, 0, -86.3328, 22968, -86.3328, -86.3328, 
2,9,10,30,-32,32,1.32673e-06, 2.34923e-07, 7.5025e-07, 1.22012e-06, 37165, 9.79722e-07, 1.72997e-06, 
3,1,10,30,-512,512,3609.47, 222.611, 861.189, 3609.04, 21072, 3161.37, 4022.56, 
