algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
6,4,50,30,-30,30,-38673.8, 8503.95, 49616.9, -37687.8, 4712.49, -69386.1, -19769.3, 
10,10,50,30,-500,500,-8850.11, 627.95, 3139.59, -8770.91, 8029.06, -10613.9, -7474.28, 
3,14,50,30,-30,30,-5.29624, 0.506245, 2.28832, -5.27981, 5462.86, -6.40153, -4.11321, 
6,13,50,30,0,3.14159,-13.2016, 0.737881, 4.01036, -13.2501, 7499.25, -15.5485, -11.5381, 
8,12,50,30,-100,100,7.91538, 2.26501, 7.51555, 7.11926, 6230.05, 4.65467, 12.1702, 
8,17,50,30,-100,100,7.67174, 0.0508697, 0.282129, 7.6564, 3072.19, 7.60287, 7.88499, 
0,8,50,30,-32,32,-67.2535, 2.79751, 13.5582, -67.198, 5533.59, -73.9064, -60.3482, 
1,3,50,30,-100,100,12817.8, 26064, 167052, 6433.67, 1847.8, 1267.18, 168319, 
1,9,50,30,-32,32,21.4567, 8.46977, 53.0537, 20.2004, 6306, 11.522, 64.5757, 
8,16,50,30,-10,10,0.209994, 0.329071, 1.63174, 0.0897153, 7711.78, 2.9625e-05, 1.63177, 
2,10,50,30,-500,500,-12693.9, 444.251, 2485.01, -12678.9, 6210.85, -14169.7, -11684.7, 
3,16,50,30,-10,10,0.22189, 0.108102, 0.533424, 0.211686, 7809.64, 0.0534356, 0.58686, 
3,18,50,30,-100,100,55.6449, 9.37878, 47.1203, 55.8781, 3730.54, 37.9497, 85.07, 
3,17,50,30,-100,100,16.1927, 1.61194, 8.69071, 15.8895, 2758.9, 12.6607, 21.3514, 
10,4,50,30,-30,30,-39291.2, 3137.02, 14004, -39424.2, 5167.84, -47148.8, -33144.8, 
0,5,50,30,-500,500,1.60847, 0.184125, 0.732612, 1.5954, 4862.05, 1.32774, 2.06035, 
5,15,50,30,-100,100,124770, 73433.9, 360154, 104842, 2809.38, 33323.1, 393477, 
9,10,50,30,-500,500,-13082.4, 3085.31, 10891.2, -12125.9, 7777.83, -19353, -8461.76, 
7,13,50,30,0,3.14159,-12.4669, 0.688871, 2.97315, -12.3148, 7846.76, -14.4943, -11.5211, 
7,18,50,30,-100,100,24.1053, 2.61772, 13.767, 23.7257, 3848.01, 17.3975, 31.1645, 
1,11,50,30,-500,500,-8293.38, 523.445, 2683.54, -8358.53, 6572.17, -9621.72, -6938.18, 
9,5,50,30,-500,500,0.0234429, 0.019294, 0.106123, 0.0204867, 5287.44, 0.00151497, 0.107637, 
6,16,50,30,-10,10,1.9487, 1.7578, 8.06721, 1.40787, 7723.14, 0.000162922, 8.06737, 
7,8,50,30,-32,32,-33.4493, 5.72808, 28.4291, -33.8425, 6965.23, -47.4986, -19.0695, 
9,13,50,30,0,3.14159,-11.4437, 0.857591, 5.26106, -11.3387, 8052.02, -14.5238, -9.26278, 
6,8,50,30,-32,32,-68.1944, 5.93581, 24.0643, -67.9955, 6659.87, -79.2981, -55.2338, 
0,6,50,30,-30,30,-40.0474, 0.505943, 2.20338, -39.9932, 4454.79, -41.1012, -38.8978, 
5,10,50,30,-500,500,-13673.2, 521.899, 2048.04, -13564.2, 7401.9, -14946.1, -12898.1, 
3,15,50,30,-100,100,63.4358, 82.0957, 401.76, 31.2146, 2683.31, 6.2369, 407.997, 
0,1,50,30,-512,512,1112.69, 303.798, 1478.17, 1148.57, 3763.16, 450.071, 1928.24, 
5,7,50,30,-30,30,42.0291, 1.53152, 8.6319, 42.3318, 8069.36, 37.2666, 45.8985, 
6,11,50,30,-500,500,-8039.01, 1910.04, 6471.37, -8015, 8744.38, -11899.8, -5428.47, 
9,16,50,30,-10,10,2.83639, 2.14057, 10.7055, 2.40745, 7918.68, 0.00060619, 10.7061, 
6,1,50,30,-512,512,1999, 332.006, 1429.15, 1968.04, 4057.05, 1385.23, 2814.38, 
1,14,50,30,-30,30,-6.93668, 0.663662, 2.68946, -6.98794, 4396.84, -8.14896, -5.45951, 
10,16,50,30,-10,10,0.104486, 0.0285131, 0.132174, 0.0993504, 8174.55, 0.0479706, 0.180145, 
3,12,50,30,-100,100,10.6462, 0.302713, 1.5615, 10.6414, 5936.29, 9.79431, 11.3558, 
2,11,50,30,-500,500,-7037.07, 352.085, 1374.03, -6947.09, 7176.21, -7895.43, -6521.4, 
9,11,50,30,-500,500,-8049.46, 1781.57, 7402.36, -7616.96, 8753.39, -12826.2, -5423.81, 
3,8,50,30,-32,32,-23.176, 4.79369, 25.8039, -22.7469, 6438.67, -35.7664, -9.96246, 
2,12,50,30,-100,100,10.409, 0.340638, 1.7691, 10.482, 4625.87, 9.24127, 11.0104, 
7,9,50,30,-32,32,48.0674, 5.5161, 28.456, 48.069, 8326.54, 33.8229, 62.2789, 
9,3,50,30,-100,100,368.911, 805.634, 5452.56, 126.976, 2861.21, 29.401, 5481.96, 
7,17,50,30,-100,100,44.9432, 5.20108, 22.1123, 45.5819, 2843.35, 33.6842, 55.7965, 
9,12,50,30,-100,100,7.01139, 0.979491, 4.12803, 6.87309, 5885.5, 5.38813, 9.51616, 
8,1,50,30,-512,512,6900.52, 639.666, 3170.24, 6944.75, 4412.41, 4905.61, 8075.85, 
8,4,50,30,-30,30,-34485.3, 3712.71, 15348.4, -35161.7, 4942.38, -40286.7, -24938.3, 
1,18,50,30,-100,100,43.0331, 17.6525, 82.6482, 39.8308, 2701.82, 22.7507, 105.399, 
2,14,50,30,-30,30,-7.34739, 0.606337, 2.69243, -7.32183, 4869.45, -8.72949, -6.03706, 
9,2,50,30,-100,100,0.00715755, 0.00473883, 0.0204142, 0.00631705, 2604.88, 0.00151977, 0.021934, 
2,5,50,30,-500,500,1.46962, 0.100761, 0.491116, 1.48054, 4227.03, 1.24962, 1.74073, 
0,14,50,30,-30,30,-13.3256, 1.92811, 9.83081, -13.1588, 4960.46, -18.6047, -8.77391, 
5,5,50,30,-500,500,1.53624, 0.111581, 0.498702, 1.53054, 5468.4, 1.27234, 1.77104, 
1,15,50,30,-100,100,859.459, 921.41, 5217.17, 536.914, 1925.27, 103.293, 5320.46, 
5,18,50,30,-100,100,22.8747, 2.94941, 11.9733, 23.406, 3830.08, 16.8017, 28.775, 
8,5,50,30,-500,500,0.0101575, 0.0095372, 0.0344285, 0.00584953, 5215.11, 0.0011714, 0.0355999, 
4,8,50,30,-32,32,-60.8087, 10.1034, 53.0405, -62.3051, 6809.99, -76.4054, -23.3649, 
1,10,50,30,-500,500,-13514.7, 989.013, 4018.95, -13395.1, 5404.64, -15696.4, -11677.5, 
4,4,50,30,-30,30,-48241.4, 5869.63, 25414.2, -48725.7, 4668.14, -61067.3, -35653.2, 
2,7,50,30,-30,30,42.5169, 1.33553, 5.53378, 42.4392, 6969.92, 39.9667, 45.5004, 
7,7,50,30,-30,30,51.768, 2.3283, 11.8523, 52.1868, 8278.73, 45.817, 57.6693, 
6,10,50,30,-500,500,-15306.5, 3027.93, 11123.6, -15782.6, 7129.45, -19943.5, -8819.93, 
4,3,50,30,-100,100,4108.04, 7352.81, 49944.6, 1807.03, 2556.15, 131.634, 50076.2, 
0,12,50,30,-100,100,6.21946, 0.408404, 1.56085, 6.17027, 5143.86, 5.54568, 7.10653, 
5,4,50,30,-30,30,-50208.2, 4315.84, 22181.6, -50668.7, 4747.84, -59992.8, -37811.1, 
0,18,50,30,-100,100,19.4964, 3.90394, 19.364, 19.6758, 3496.26, 11.1864, 30.5504, 
2,4,50,30,-30,30,-41499.6, 4614.3, 19469, -41113.2, 3699.5, -52749.5, -33280.5, 
0,16,50,30,-10,10,3.52956, 2.33199, 10.7034, 2.8832, 6805.39, 0.570175, 11.2736, 
1,2,50,30,-100,100,4.07211, 1.81552, 8.03094, 3.94859, 1612.32, 0.826011, 8.85695, 
6,12,50,30,-100,100,6.05742, 1.02739, 4.26234, 6.10716, 5858.28, 4.35999, 8.62233, 
5,11,50,30,-500,500,-7268.48, 287.648, 1522.94, -7231.7, 8990.85, -8320.37, -6797.42, 
5,1,50,30,-512,512,1911.9, 229.413, 976.475, 1921.45, 4186.96, 1372.38, 2348.86, 
2,16,50,30,-10,10,0.591017, 0.131637, 0.556639, 0.589467, 6631.08, 0.314602, 0.871242, 
3,5,50,30,-500,500,0.954541, 0.0464163, 0.21119, 0.957439, 5175.52, 0.810993, 1.02218, 
5,16,50,30,-10,10,0.53372, 0.108806, 0.469772, 0.551026, 7687.06, 0.300137, 0.769908, 
9,8,50,30,-32,32,-43.2889, 18.274, 71.0443, -45.3166, 6627.77, -70.7023, 0.342036, 
2,1,50,30,-512,512,3216.5, 264.089, 1159.3, 3218.45, 3165.3, 2612.4, 3771.7, 
7,5,50,30,-500,500,1.11696, 0.0244644, 0.120959, 1.11992, 5555.32, 1.06222, 1.18318, 
5,17,50,30,-100,100,119.294, 23.3192, 105.119, 114.909, 2865.52, 86.2903, 191.409, 
6,5,50,30,-500,500,0.0148703, 0.012372, 0.058905, 0.0118324, 4995.16, 0.00161524, 0.0605203, 
4,13,50,30,0,3.14159,-16.0652, 0.673097, 2.89656, -16.0766, 7589.01, -17.3503, -14.4538, 
9,1,50,30,-512,512,2366.36, 706.751, 4701.25, 2250.91, 4425.62, 1543.22, 6244.46, 
10,8,50,30,-32,32,-61.1849, 3.9249, 18.5234, -61.4314, 7345.4, -70.3656, -51.8422, 
6,15,50,30,-100,100,0.0263189, 0.0674895, 0.391216, 0.00456649, 2833.36, 0.000270212, 0.391486, 
0,7,50,30,-30,30,30.7765, 0.444098, 1.97355, 30.8199, 6682.8, 29.9424, 31.9159, 
10,13,50,30,0,3.14159,-13.6989, 0.452933, 2.05111, -13.5968, 7868.95, -14.9304, -12.8793, 
3,7,50,30,-30,30,41.0463, 1.30845, 5.62591, 41.1231, 8090.01, 37.8351, 43.461, 
10,3,50,30,-100,100,37840.5, 20148.4, 86131.3, 33233.2, 3084.28, 12970.9, 99102.2, 
6,6,50,30,-30,30,-32.6791, 0.802784, 3.08452, -32.8017, 5026.98, -34.2148, -31.1303, 
8,10,50,30,-500,500,-7643.11, 725.92, 2775.49, -7491.12, 7854.12, -9226.81, -6451.32, 
0,3,50,30,-100,100,357201, 253696, 1.10738e+06, 272386, 2764.56, 85773.7, 1.19316e+06, 
6,9,50,30,-32,32,37.5017, 36.5433, 141.266, 30.5901, 7970.75, 0.394471, 141.66, 
7,14,50,30,-30,30,-2.8845, 0.304048, 1.83018, -2.84548, 6147.75, -4.19562, -2.36544, 
1,7,50,30,-30,30,41.3494, 1.79812, 9.04956, 41.3387, 6344.93, 36.6586, 45.7082, 
0,9,50,30,-32,32,61.1597, 11.5233, 58.2712, 59.0763, 6929.18, 43.55, 101.821, 
4,14,50,30,-30,30,-6.50163, 0.645685, 2.89695, -6.37949, 6120.01, -8.21715, -5.3202, 
3,3,50,30,-100,100,1553.43, 1303.26, 5792.6, 1066.44, 2587.86, 259.385, 6051.98, 
9,17,50,30,-100,100,7.83803, 0.0963281, 0.467976, 7.83581, 3151.53, 7.64669, 8.11467, 
1,6,50,30,-30,30,-36.3167, 0.491499, 2.27072, -36.2945, 3575.73, -37.3686, -35.0978, 
1,16,50,30,-10,10,0.348998, 0.46661, 2.4659, 0.204443, 5920.47, 0.0274214, 2.49332, 
7,2,50,30,-100,100,18.6836, 3.92358, 19.3636, 19.1792, 2288.82, 9.9456, 29.3092, 
3,6,50,30,-30,30,-35.9967, 0.502702, 2.28875, -35.962, 4874.43, -37.0508, -34.7621, 
4,16,50,30,-10,10,2.53013, 2.00385, 8.4271, 2.13255, 7888.32, 0.000401595, 8.4275, 
4,17,50,30,-100,100,9.90954, 2.38172, 10.9925, 9.27064, 2851.21, 8.01987, 19.0123, 
8,6,50,30,-30,30,-33.3801, 0.693834, 3.27689, -33.3998, 5196.96, -34.9468, -31.6699, 
9,9,50,30,-32,32,63.9425, 45.2133, 198.618, 61.3403, 8303.29, 1.37304, 199.991, 
7,4,50,30,-30,30,-29544.2, 3802.74, 14505.5, -28951.9, 4800.53, -37429.3, -22923.8, 
8,7,50,30,-30,30,49.6489, 2.43203, 13.6007, 49.819, 8561.28, 39.4395, 53.0403, 
4,6,50,30,-30,30,-35.813, 0.590658, 2.77478, -35.8927, 5040.19, -37.1516, -34.3768, 
4,5,50,30,-500,500,0.222733, 0.177539, 0.686213, 0.172874, 5075.36, 0.042126, 0.728339, 
9,18,50,30,-100,100,112.299, 53.9755, 227.752, 113.686, 4074.81, 22.6189, 250.371, 
1,1,50,30,-512,512,2688.39, 513.034, 2561.64, 2665.09, 3036.57, 1191.49, 3753.13, 
5,12,50,30,-100,100,10.5073, 0.280956, 1.27275, 10.5412, 6203.47, 9.70413, 10.9769, 
8,15,50,30,-100,100,0.309707, 1.42547, 10.2035, 0.0185404, 3016.57, 3.83885e-05, 10.2035, 
6,7,50,30,-30,30,53.9923, 2.42039, 11.2872, 54.1355, 7832.53, 48.8388, 60.126, 
6,17,50,30,-100,100,7.7043, 0.0747011, 0.432847, 7.68824, 2866.76, 7.59855, 8.0314, 
1,12,50,30,-100,100,8.34525, 1.21325, 5.0581, 8.4206, 4464.15, 5.21303, 10.2711, 
7,6,50,30,-30,30,-32.7434, 0.541322, 2.03398, -32.7343, 5085.8, -33.9789, -31.9449, 
8,14,50,30,-30,30,-3.28091, 0.41044, 1.80823, -3.19007, 5826.18, -4.49494, -2.68671, 
