2.05473e+10,70.9738,-33.669,43.8157,-23.169,-53.3399,-49.6931,57.586,-39.5842,31.9852,65.219,5.87479,5.92665,-4.26384,-54.5668,-30.4948,-72.3841,74.2619,-68.4423,-39.311,54.9135,40.5776,13.9315,-13.2029,-5.12284,-37.7825,33.3094,43.2693,55.8241,-52.3973,60.2175,
1.50797e+10,20.1163,28.6215,-75.437,-75.1394,27.1662,-27.2683,5.83702,61.834,64.513,29.5863,38.1835,19.2589,-18.0832,-46.9757,38.1556,18.1674,1.79241,-28.4823,40.023,-13.0469,-2.28538,-25.6997,64.7011,17.356,-39.5644,35.3008,25.9497,-40.5474,62.3582,36.747,
1.50797e+10,20.1163,28.6215,-75.437,-75.1394,27.1662,-27.2683,5.83702,61.834,64.513,29.5863,38.1835,19.2589,-18.0832,-46.9757,38.1556,18.1674,1.79241,-28.4823,40.023,-13.0469,-2.28538,-25.6997,64.7011,17.356,-39.5644,35.3008,25.9497,-40.5474,62.3582,36.747,
1.50797e+10,20.1163,28.6215,-75.437,-75.1394,27.1662,-27.2683,5.83702,61.834,64.513,29.5863,38.1835,19.2589,-18.0832,-46.9757,38.1556,18.1674,1.79241,-28.4823,40.023,-13.0469,-2.28538,-25.6997,64.7011,17.356,-39.5644,35.3008,25.9497,-40.5474,62.3582,36.747,
1.06908e+10,39.1608,4.67847,32.769,-64.7445,-40.1314,-46.563,-47.8228,48.4823,-38.8389,53.3584,-33.4901,51.4513,28.2789,-30.8341,-36.4056,16.793,-5.49143,23.441,-1.07708,37.7958,28.0032,-19.1458,-10.0784,-42.217,24.0516,-39.4375,15.5693,53.8973,-72.1197,-23.0324,
1.06908e+10,39.1608,4.67847,32.769,-64.7445,-40.1314,-46.563,-47.8228,48.4823,-38.8389,53.3584,-33.4901,51.4513,28.2789,-30.8341,-36.4056,16.793,-5.49143,23.441,-1.07708,37.7958,28.0032,-19.1458,-10.0784,-42.217,24.0516,-39.4375,15.5693,53.8973,-72.1197,-23.0324,
1.06908e+10,39.1608,4.67847,32.769,-64.7445,-40.1314,-46.563,-47.8228,48.4823,-38.8389,53.3584,-33.4901,51.4513,28.2789,-30.8341,-36.4056,16.793,-5.49143,23.441,-1.07708,37.7958,28.0032,-19.1458,-10.0784,-42.217,24.0516,-39.4375,15.5693,53.8973,-72.1197,-23.0324,
7.07214e+09,33.3727,-67.1254,-18.3425,-4.73718,-29.737,49.7875,71.1845,9.441,-7.74443,-25.0724,-36.4483,-22.8756,-41.595,-8.25127,-1.31467,43.4138,5.04192,13.4131,7.30126,-16.1097,-21.4661,7.39228,-24.1437,-38.9194,-16.8114,-31.8322,17.7884,34.3307,37.3297,-9.86051,
7.07214e+09,33.3727,-67.1254,-18.3425,-4.73718,-29.737,49.7875,71.1845,9.441,-7.74443,-25.0724,-36.4483,-22.8756,-41.595,-8.25127,-1.31467,43.4138,5.04192,13.4131,7.30126,-16.1097,-21.4661,7.39228,-24.1437,-38.9194,-16.8114,-31.8322,17.7884,34.3307,37.3297,-9.86051,
5.93647e+09,-3.7665,4.70542,18.5439,25.2461,15.9773,-51.5779,-4.89039,11.6757,-21.2674,-28.0551,-22.7589,18.5923,11.3239,-60.248,6.90198,-1.44377,-52.1591,-27.4867,53.1794,-45.9896,-38.1839,36.027,-6.57199,-43.2396,7.51895,40.0234,-4.05758,50.467,-5.41362,100,
