algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
9,11,50,30,-500,500,-12201.2, 1082.51, 6463.76, -12431.4, 54636.9, -13825.6, -7361.84, 
3,8,50,30,-32,32,-74.9027, 2.39255, 13.0778, -74.9753, 35223, -82.1209, -69.0431, 
2,12,50,30,-100,100,1.87954, 0.362767, 1.75485, 1.85217, 34544, 1.17832, 2.93317, 
7,9,50,30,-32,32,9.04045e-07, 1.23902e-07, 5.92783e-07, 9.07553e-07, 51982.4, 6.4057e-07, 1.23335e-06, 
9,3,50,30,-100,100,6.76572, 10.6571, 67.3528, 4.1022, 16253.5, 0.0128463, 67.3656, 
7,17,50,30,-100,100,7.5, 0, 0, 7.5, 14996.7, 7.5, 7.5, 
9,12,50,30,-100,100,6.06248, 0.941792, 4.02684, 5.99914, 37383.6, 4.23773, 8.26457, 
8,1,50,30,-512,512,2124.9, 1093.45, 5061.78, 1840.38, 26134.6, 1066.57, 6128.35, 
12,17,50,30,-100,100,7.62723, 0.222845, 1.14389, 7.56426, 26166.3, 7.50527, 8.64916, 
8,4,50,30,-30,30,134.128, 8.1185, 36.1989, 134.18, 28967.1, 114.881, 151.079, 
1,18,50,30,-100,100,4.99306e-06, 1.76789e-05, 0.000108282, 2.83267e-07, 17426.4, 2.96492e-09, 0.000108285, 
2,14,50,30,-30,30,-22.2346, 0.501822, 1.96626, -22.1577, 30482.5, -23.3035, -21.3373, 
11,12,50,30,-100,100,2.67145, 0.135279, 0.964945, 2.64031, 25825.9, 2.54011, 3.50506, 
12,13,50,30,0,3.14159,-8.77735, 0.67823, 3.62134, -8.70139, 44852.5, -11.2053, -7.58392, 
12,4,50,30,-30,30,29.8957, 35.0643, 157.064, 14.4731, 32111.2, 0.00967407, 157.073, 
12,8,50,30,-32,32,0.245035, 7.89526, 39.2597, 0.76098, 37620.6, -19.5177, 19.7421, 
11,16,50,30,-10,10,4.3028, 3.23403, 14.4519, 3.47165, 32961.2, 0.454324, 14.9062, 
9,2,50,30,-100,100,1.30794e-33, 1.69971e-33, 8.77964e-33, 6.34729e-34, 15413, 1.22401e-34, 8.90204e-33, 
2,5,50,30,-500,500,7.33791e-13, 7.35671e-13, 5.09415e-12, 5.46452e-13, 31162.5, 2.38032e-13, 5.33218e-12, 
0,14,50,30,-30,30,-22.5514, 1.77378, 9.44979, -22.4782, 38860.6, -28.6199, -19.1701, 
12,15,50,30,-100,100,7.73055, 24.2123, 156.06, 0.135976, 26450.1, 2.14593e-05, 156.06, 
5,5,50,30,-500,500,6.78173e-13, 7.27116e-13, 4.34874e-12, 4.88165e-13, 32401.5, 1.84519e-13, 4.53326e-12, 
1,15,50,30,-100,100,8.74953e-27, 6.11043e-26, 4.36479e-25, 7.34976e-31, 13904, 4.54353e-33, 4.36479e-25, 
12,2,50,30,-100,100,0.0118698, 0.0240678, 0.155812, 0.00362813, 25287.2, 6.48023e-06, 0.155818, 
5,18,50,30,-100,100,0.00229553, 0.000233506, 0.00100377, 0.00228713, 18404.7, 0.00187199, 0.00287575, 
12,9,50,30,-32,32,0.00399641, 0.00525925, 0.0223305, 0.00168799, 45406.1, 0.000263872, 0.0225943, 
8,5,50,30,-500,500,0.0030276, 0.00545849, 0.0196777, 2.22045e-16, 33060.3, 0, 0.0196777, 
4,8,50,30,-32,32,-70.4038, 6.60764, 34.3116, -71.0732, 31906.1, -79.4849, -45.1733, 
1,10,50,30,-500,500,-22349.8, 829.1, 3793.39, -22353.4, 42564.8, -23881.7, -20088.4, 
12,14,50,30,-30,30,-27.5558, 2.52867, 11.6553, -28.6945, 34416.3, -28.9999, -17.3446, 
4,4,50,30,-30,30,22.547, 11.5534, 58.4449, 19.0027, 23028.4, 7.22223, 65.6671, 
2,7,50,30,-30,30,32.9017, 0.503717, 2.42403, 32.9414, 54750.9, 31.6258, 34.0498, 
7,7,50,30,-30,30,39.0511, 1.16388, 4.98128, 38.9315, 56431.9, 36.9965, 41.9777, 
6,10,50,30,-500,500,-18974.3, 1418.17, 5758.5, -18853.1, 43342.7, -21829.8, -16071.3, 
4,3,50,30,-100,100,46.6668, 149.105, 1078.07, 21.0512, 13590.9, 6.90402, 1084.97, 
0,12,50,30,-100,100,3.77114, 0.687438, 2.92406, 3.63105, 41120.8, 2.13049, 5.05455, 
5,4,50,30,-30,30,0, 0, 0, 0, 22090.7, 0, 0, 
0,18,50,30,-100,100,0.273466, 0.181971, 1.05337, 0.240256, 28117.8, 0.0494753, 1.10285, 
2,4,50,30,-30,30,0.000889282, 0.00101283, 0.00524902, 0.00050354, 22068.4, 3.05176e-05, 0.00527954, 
0,16,50,30,-10,10,0.23017, 0.774484, 4.54669, 0.0010074, 55783.3, 0.000518032, 4.54721, 
1,2,50,30,-100,100,3.06686e-20, 2.21791e-20, 1.14367e-19, 2.51873e-20, 11523.9, 3.37475e-21, 1.17741e-19, 
6,12,50,30,-100,100,5.04454, 0.924687, 4.56226, 4.9776, 33782, 3.35977, 7.92203, 
5,11,50,30,-500,500,-10131.4, 294.876, 1131.48, -10049.8, 59465.1, -10844.6, -9713.11, 
5,1,50,30,-512,512,-0.00197693, 0.000305193, 0.00195312, -0.00195312, 21582, -0.00292969, -0.000976562, 
2,16,50,30,-10,10,2.88328e-13, 7.53903e-14, 3.26559e-13, 2.81703e-13, 45399.7, 1.30983e-13, 4.57542e-13, 
3,5,50,30,-500,500,0.00182347, 0.00491547, 0.0270516, 2.22045e-16, 31148.5, 0, 0.0270516, 
5,16,50,30,-10,10,1.81761e-13, 6.02005e-14, 2.74525e-13, 1.73148e-13, 46461.8, 8.07427e-14, 3.55268e-13, 
9,8,50,30,-32,32,-69.5636, 8.8439, 44.2631, -71.2307, 35161.9, -82.2421, -37.979, 
2,1,50,30,-512,512,0.00103943, 0.000791822, 0.00286865, 0.00106812, 21405.8, -3.05176e-05, 0.00283813, 
7,5,50,30,-500,500,9.32587e-15, 3.88064e-15, 1.88738e-14, 8.43769e-15, 32529.5, 2.88658e-15, 2.17604e-14, 
5,17,50,30,-100,100,7.5, 2.38419e-07, 4.76837e-07, 7.5, 14825.9, 7.5, 7.5, 
6,5,50,30,-500,500,0.00729131, 0.00704998, 0.0246026, 0.00739598, 32465.7, 2.22045e-16, 0.0246026, 
4,13,50,30,0,3.14159,-24.164, 0.614233, 2.9059, -24.1526, 51863.1, -25.5565, -22.6506, 
11,3,50,30,-100,100,40247.3, 195919, 1.00003e+06, 13.0811, 16938.1, 0.0191342, 1.00003e+06, 
9,1,50,30,-512,512,1824.54, 364.97, 1713.93, 1789.09, 24220.6, 821.697, 2535.63, 
10,8,50,30,-32,32,-86.3328, 1.81188e-06, 7.62939e-06, -86.3328, 34678.4, -86.3328, -86.3328, 
6,15,50,30,-100,100,0, 0, 0, 0, 15984.5, 0, 0, 
0,7,50,30,-30,30,29.1086, 0.0841357, 0.406094, 29.0824, 60843, 29.0141, 29.4202, 
11,8,50,30,-32,32,-29.518, 21.7704, 90.7099, -33.0603, 26057.9, -70.7875, 19.9224, 
10,13,50,30,0,3.14159,-17.2226, 0.442733, 1.84329, -17.1979, 55639.7, -18.3321, -16.4888, 
3,7,50,30,-30,30,33.1657, 0.474892, 1.84969, 33.2921, 54867.1, 32.1122, 33.9619, 
10,3,50,30,-100,100,50.2932, 29.5081, 68.9016, 27.0802, 16764.2, 24.5725, 93.4741, 
6,6,50,30,-30,30,-35.1799, 0.706525, 3.67921, -35.2264, 30593.2, -37.162, -33.4828, 
12,1,50,30,-512,512,6546.26, 276.539, 1515.44, 6560.93, 31801.9, 5767.57, 7283.02, 
8,10,50,30,-500,500,-13595.4, 2855.48, 10976.4, -12616.6, 52734.7, -20674.6, -9698.16, 
0,3,50,30,-100,100,257.352, 884.297, 6416.41, 137.786, 23371.6, 22.5576, 6438.97, 
6,9,50,30,-32,32,26.2156, 28.9152, 114.839, 16.6973, 49268.6, -1.28786e-14, 114.839, 
7,14,50,30,-30,30,-4.77636, 0.532862, 2.90646, -4.69799, 34352.3, -6.76385, -3.8574, 
1,7,50,30,-30,30,32.2018, 0.579212, 2.43399, 32.163, 54717, 31.2703, 33.7043, 
0,9,50,30,-32,32,0.91242, 0.18755, 0.725387, 0.852981, 60715.9, 0.623608, 1.34899, 
4,14,50,30,-30,30,-15.3871, 1.36887, 7.50212, -15.2963, 32301.6, -19.2555, -11.7534, 
3,3,50,30,-100,100,30.5284, 18.8436, 78.7872, 24.9796, 13060.4, 20.086, 98.8733, 
9,17,50,30,-100,100,7.5, 2.24873e-07, 9.53674e-07, 7.5, 16949.4, 7.5, 7.5, 
12,11,50,30,-500,500,-7329.94, 609.371, 3009.54, -7289.29, 49554.3, -9373.18, -6363.65, 
1,6,50,30,-30,30,-40.9542, 0.230546, 1.03915, -40.9134, 26519, -41.3793, -40.3402, 
1,16,50,30,-10,10,0.00358113, 0.0175439, 0.0895283, 1.49976e-32, 44530.3, 1.49976e-32, 0.0895283, 
7,2,50,30,-100,100,4.36325e-13, 1.31649e-13, 5.8988e-13, 4.08196e-13, 13186.4, 2.32732e-13, 8.22611e-13, 
3,6,50,30,-30,30,-39.9592, 0.260457, 1.2772, -39.9316, 27170.5, -40.593, -39.3158, 
4,16,50,30,-10,10,1.13411, 1.06521, 5.17658, 0.722909, 45666.2, 1.49976e-32, 5.17658, 
12,12,50,30,-100,100,8.45436, 0.388876, 1.5871, 8.50371, 38143.1, 7.70337, 9.29046, 
12,10,50,30,-500,500,-8083.42, 590.408, 2389.63, -8123.71, 44986.8, -9308.71, -6919.08, 
11,14,50,30,-30,30,-6.08811, 1.32775, 6.75545, -6.08357, 24629.3, -10.2316, -3.47618, 
4,17,50,30,-100,100,7.50004, 9.56508e-05, 0.000510693, 7.5, 14291.2, 7.5, 7.50051, 
8,6,50,30,-30,30,-35.3554, 0.56349, 2.69394, -35.3708, 31422.7, -36.9423, -34.2484, 
9,9,50,30,-32,32,33.9658, 32.5892, 141.211, 39.3815, 51346.5, -1.28786e-14, 141.211, 
7,4,50,30,-30,30,114.483, 9.40038, 45.6856, 113.42, 27490.8, 87.4754, 133.161, 
8,7,50,30,-30,30,43.8531, 1.79491, 8.38987, 43.8854, 57920.1, 39.9566, 48.3465, 
11,15,50,30,-100,100,0, 0, 0, 0, 17367.9, 0, 0, 
4,6,50,30,-30,30,-40.1881, 0.299373, 1.23509, -40.1945, 27772.3, -40.7938, -39.5587, 
4,5,50,30,-500,500,0.0133682, 0.0177129, 0.0830312, 0.00739616, 31178.6, 2.22045e-16, 0.0830312, 
9,18,50,30,-100,100,10.5037, 25.7859, 124.525, 3.93725e-06, 22391.2, 3.17947e-08, 124.525, 
1,1,50,30,-512,512,413.589, 204.703, 846.204, 462.697, 21489.3, -0.0010376, 846.203, 
5,12,50,30,-100,100,3.99951, 1.31587, 5.91722, 3.92591, 36458.4, 1.45955, 7.37678, 
8,15,50,30,-100,100,2.80775e-11, 1.96388e-10, 1.40279e-09, 0, 16738.4, 0, 1.40279e-09, 
6,7,50,30,-30,30,45.6573, 2.90498, 15.1313, 45.9896, 57204.4, 37.1011, 52.2325, 
6,17,50,30,-100,100,7.5, 2.65663e-07, 9.53674e-07, 7.5, 15772.2, 7.5, 7.5, 
1,12,50,30,-100,100,4.64488, 0.785263, 3.76122, 4.59844, 33212.9, 2.31973, 6.08094, 
7,6,50,30,-30,30,-35.2464, 0.468701, 2.13245, -35.2107, 29964.5, -36.3456, -34.2132, 
8,14,50,30,-30,30,-5.36613, 0.469247, 2.08023, -5.25059, 35714.6, -6.66952, -4.58929, 
